resultId,raceId,driverId,constructorId,grid,circuitId,turns,lap_length,race_laps,race_distance,max_speed,drs_zone,full_throttle_percentage,longest_flatout_section,downforce_level,gear_changes_per_lap,label
20923,847,30,131,8,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
20924,847,808,4,10,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
20925,847,13,6,3,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
20926,847,155,15,13,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
20928,847,22,3,16,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
20929,847,67,5,15,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,1
20930,847,3,131,6,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
20931,847,37,15,17,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
20932,847,24,164,20,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
20933,847,39,164,22,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
20935,847,10,166,21,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
20936,847,15,205,18,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
20937,847,814,10,11,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
20938,847,813,3,12,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
20939,847,2,4,9,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
20940,847,16,10,14,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
20941,847,4,6,2,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
20942,847,5,205,19,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
20943,847,1,1,5,7,14,4.361,70,305.27,315.5,2,0.76,1190,3,52,0
20944,848,20,9,1,12,25,5.419,57,308.883,318,2,0.63,930,3,64,1
20945,848,4,6,4,12,25,5.419,57,308.883,318,2,0.63,930,3,64,1
20946,848,17,9,2,12,25,5.419,57,308.883,318,2,0.63,930,3,64,1
20947,848,1,1,3,12,25,5.419,57,308.883,318,2,0.63,930,3,64,1
20948,848,13,6,5,12,25,5.419,57,308.883,318,2,0.63,930,3,64,1
20949,848,18,1,6,12,25,5.419,57,308.883,318,2,0.63,930,3,64,1
20950,848,3,131,7,12,25,5.419,57,308.883,318,2,0.63,930,3,64,1
20952,848,16,10,10,12,25,5.419,57,308.883,318,2,0.63,930,3,64,1
20953,848,2,4,9,12,25,5.419,57,308.883,318,2,0.63,930,3,64,1
20954,848,815,15,16,12,25,5.419,57,308.883,318,2,0.63,930,3,64,0
20955,848,22,3,13,12,25,5.419,57,308.883,318,2,0.63,930,3,64,0
20956,848,67,5,17,12,25,5.419,57,308.883,318,2,0.63,930,3,64,0
20957,848,814,10,12,12,25,5.419,57,308.883,318,2,0.63,930,3,64,0
20958,848,808,4,11,12,25,5.419,57,308.883,318,2,0.63,930,3,64,0
20959,848,155,15,14,12,25,5.419,57,308.883,318,2,0.63,930,3,64,0
20960,848,30,131,8,12,25,5.419,57,308.883,318,2,0.63,930,3,64,0
20961,848,813,3,15,12,25,5.419,57,308.883,318,2,0.63,930,3,64,0
20962,848,5,205,19,12,25,5.419,57,308.883,318,2,0.63,930,3,64,0
20963,848,15,205,20,12,25,5.419,57,308.883,318,2,0.63,930,3,64,0
20964,848,10,166,21,12,25,5.419,57,308.883,318,2,0.63,930,3,64,0
20966,848,24,164,22,12,25,5.419,57,308.883,318,2,0.63,930,3,64,0
20967,848,39,164,24,12,25,5.419,57,308.883,318,2,0.63,930,3,64,0
20968,849,4,6,3,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
20969,849,20,9,2,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
20970,849,17,9,1,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
20971,849,1,1,10,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
20972,849,13,6,4,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
20973,849,3,131,9,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
20974,849,815,15,12,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
20975,849,2,4,16,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
20976,849,30,131,13,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,1
20978,849,16,10,11,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
20979,849,808,4,14,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
20980,849,22,3,15,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
20981,849,813,3,7,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
20982,849,814,10,6,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
20983,849,10,166,20,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
20985,849,24,164,23,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
20986,849,817,164,24,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
20987,849,18,1,5,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
20988,849,67,5,19,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
20989,849,155,15,8,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
20990,849,15,205,21,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
20991,849,5,205,17,9,18,5.891,52,306.332,329.5,2,0.7,1034,5,40,0
20992,850,1,1,2,20,15,5.148,60,308.88,316,2,0.7,800,5,60,1
20993,850,4,6,4,20,15,5.148,60,308.88,316,2,0.7,800,5,60,1
20994,850,17,9,1,20,15,5.148,60,308.88,316,2,0.7,800,5,60,1
20995,850,20,9,3,20,15,5.148,60,308.88,316,2,0.7,800,5,60,1
20996,850,13,6,5,20,15,5.148,60,308.88,316,2,0.7,800,5,60,1
20997,850,16,10,8,20,15,5.148,60,308.88,316,2,0.7,800,5,60,1
20998,850,3,131,6,20,15,5.148,60,308.88,316,2,0.7,800,5,60,1
20999,850,30,131,10,20,15,5.148,60,308.88,316,2,0.7,800,5,60,1
21000,850,155,15,17,20,15,5.148,60,308.88,316,2,0.7,800,5,60,1
21001,850,808,4,9,20,15,5.148,60,308.88,316,2,0.7,800,5,60,1
21002,850,815,15,15,20,15,5.148,60,308.88,316,2,0.7,800,5,60,0
21004,850,814,10,12,20,15,5.148,60,308.88,316,2,0.7,800,5,60,0
21005,850,813,3,13,20,15,5.148,60,308.88,316,2,0.7,800,5,60,0
21006,850,67,5,24,20,15,5.148,60,308.88,316,2,0.7,800,5,60,0
21007,850,5,205,18,20,15,5.148,60,308.88,316,2,0.7,800,5,60,0
21008,850,10,166,19,20,15,5.148,60,308.88,316,2,0.7,800,5,60,0
21010,850,817,164,22,20,15,5.148,60,308.88,316,2,0.7,800,5,60,0
21012,850,24,164,23,20,15,5.148,60,308.88,316,2,0.7,800,5,60,0
21013,850,18,1,7,20,15,5.148,60,308.88,316,2,0.7,800,5,60,0
21014,850,22,3,14,20,15,5.148,60,308.88,316,2,0.7,800,5,60,0
21015,850,2,4,11,20,15,5.148,60,308.88,316,2,0.7,800,5,60,0
21016,851,18,1,3,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
21017,851,20,9,1,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
21018,851,4,6,5,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
21019,851,1,1,2,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
21020,851,17,9,6,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
21021,851,13,6,4,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
21022,851,814,10,11,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
21023,851,67,5,23,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
21024,851,3,131,7,11,14,4.381,70,306.67,315,2,0.5,908,5,28,1
21026,851,155,15,13,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
21027,851,808,4,12,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
21028,851,22,3,15,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
21029,851,16,10,8,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
21030,851,815,15,10,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
21031,851,813,3,17,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
21032,851,10,166,20,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
21033,851,817,164,22,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
21035,851,24,164,21,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
21036,851,5,205,18,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
21037,851,30,131,9,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
21038,851,2,4,14,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
21039,851,15,205,19,11,14,4.381,70,306.67,315,2,0.5,908,5,28,0
21040,852,20,9,1,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,1
21041,852,17,9,3,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,1
21042,852,18,1,13,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,1
21043,852,4,6,8,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,1
21044,852,30,131,24,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,1
21045,852,3,131,5,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,1
21046,852,16,10,15,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,1
21047,852,13,6,4,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,1
21048,852,808,4,10,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,1
21049,852,813,3,21,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,1
21050,852,814,10,17,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,0
21051,852,155,15,12,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,0
21053,852,15,205,18,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,0
21054,852,5,205,16,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,0
21055,852,22,3,14,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,0
21057,852,10,166,19,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,0
21058,852,24,164,22,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,0
21059,852,815,15,9,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,0
21060,852,817,164,23,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,0
21061,852,1,1,2,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,0
21062,852,67,5,11,13,19,7.004,44,308.052,319.6,2,0.7,2015,3,42,0
21064,853,20,9,1,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
21065,853,18,1,3,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
21066,853,4,6,4,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
21067,853,1,1,2,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
21068,853,30,131,8,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
21069,853,13,6,6,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
21071,853,814,10,11,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
21073,853,67,5,16,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,1
21074,853,813,3,14,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
21075,853,22,3,13,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
21076,853,5,205,20,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
21077,853,15,205,19,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
21078,853,10,166,21,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
21079,853,817,164,23,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
21080,853,815,15,15,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
21081,853,155,15,17,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
21082,853,16,10,12,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
21083,853,17,9,5,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
21085,853,808,4,7,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
21086,853,3,131,9,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
21087,853,24,164,24,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,0
21088,854,20,9,1,15,23,5.065,61,308.965,323,3,0.49,832,,70,1
21089,854,18,1,3,15,23,5.065,61,308.965,323,3,0.49,832,,70,1
21090,854,17,9,2,15,23,5.065,61,308.965,323,3,0.49,832,,70,1
21091,854,4,6,5,15,23,5.065,61,308.965,323,3,0.49,832,,70,1
21092,854,1,1,4,15,23,5.065,61,308.965,323,3,0.49,832,,70,1
21093,854,814,10,10,15,23,5.065,61,308.965,323,3,0.49,832,,70,1
21094,854,3,131,7,15,23,5.065,61,308.965,323,3,0.49,832,,70,1
21095,854,16,10,9,15,23,5.065,61,308.965,323,3,0.49,832,,70,1
21096,854,13,6,6,15,23,5.065,61,308.965,323,3,0.49,832,,70,1
21097,854,815,15,11,15,23,5.065,61,308.965,323,3,0.49,832,,70,1
21098,854,813,3,13,15,23,5.065,61,308.965,323,3,0.49,832,,70,0
21099,854,67,5,14,15,23,5.065,61,308.965,323,3,0.49,832,,70,0
21100,854,22,3,12,15,23,5.065,61,308.965,323,3,0.49,832,,70,0
21101,854,155,15,17,15,23,5.065,61,308.965,323,3,0.49,832,,70,0
21103,854,5,205,19,15,23,5.065,61,308.965,323,3,0.49,832,,70,0
21104,854,808,4,18,15,23,5.065,61,308.965,323,3,0.49,832,,70,0
21106,854,817,164,23,15,23,5.065,61,308.965,323,3,0.49,832,,70,0
21107,854,24,164,24,15,23,5.065,61,308.965,323,3,0.49,832,,70,0
21109,854,15,205,20,15,23,5.065,61,308.965,323,3,0.49,832,,70,0
21110,854,30,131,8,15,23,5.065,61,308.965,323,3,0.49,832,,70,0
21111,854,10,166,21,15,23,5.065,61,308.965,323,3,0.49,832,,70,0
21112,855,18,1,2,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
21113,855,4,6,5,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
21114,855,20,9,1,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
21115,855,17,9,6,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
21116,855,1,1,3,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
21117,855,30,131,8,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
21118,855,13,6,4,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
21119,855,815,15,17,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
21120,855,808,4,10,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
21121,855,3,131,23,22,18,5.807,53,307.471,328,1,0.66,994,5,48,1
21122,855,16,10,11,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
21123,855,814,10,12,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
21124,855,155,15,7,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
21125,855,813,3,14,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
21128,855,22,3,13,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
21129,855,5,205,18,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
21130,855,15,205,19,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
21131,855,10,166,21,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
21133,855,817,164,22,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
21134,855,24,164,24,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
21135,855,67,5,15,22,18,5.807,53,307.471,328,1,0.66,994,5,48,0
21136,856,20,9,2,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,1
21137,856,1,1,1,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,1
21138,856,17,9,4,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,1
21139,856,18,1,3,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,1
21140,856,4,6,6,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,1
21141,856,13,6,5,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,1
21143,856,3,131,7,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,1
21144,856,67,5,13,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,1
21145,856,814,10,9,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,1
21146,856,16,10,10,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,0
21147,856,22,3,18,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,0
21149,856,5,205,19,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,0
21150,856,155,15,14,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,0
21151,856,815,15,17,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,0
21152,856,15,205,20,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,0
21153,856,10,166,21,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,0
21154,856,817,164,24,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,0
21156,856,24,164,23,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,0
21157,856,813,3,16,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,0
21158,856,808,4,8,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,0
21159,856,30,131,12,35,18,5.621,55,308.96,313,2,0.62,1125,4,54,0
21160,857,20,9,1,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,1
21161,857,18,1,4,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,1
21162,857,4,6,3,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,1
21163,857,17,9,2,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,1
21164,857,30,131,11,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,1
21165,857,3,131,7,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,1
21166,857,1,1,5,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,1
21168,857,16,10,8,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,1
21169,857,815,15,20,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,1
21170,857,808,4,16,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,0
21172,857,814,10,12,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,0
21173,857,5,205,18,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,0
21174,857,22,3,15,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,0
21176,857,39,164,24,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,0
21177,857,817,164,23,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,0
21178,857,15,205,19,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,0
21179,857,13,6,6,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,0
21180,857,67,5,9,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,0
21181,857,813,3,13,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,0
21182,857,10,166,22,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,0
21183,857,155,15,17,68,16,5.125,60,307.5,321,2,0.63,1060,3,58,0
21184,858,1,1,2,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,1
21185,858,4,6,5,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,1
21186,858,18,1,3,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,1
21187,858,17,9,4,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,1
21188,858,13,6,6,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,1
21189,858,3,131,7,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,1
21190,858,30,131,8,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,1
21191,858,16,10,9,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,1
21192,858,814,10,10,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,1
21193,858,155,15,16,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,1
21194,858,815,15,11,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,0
21195,858,22,3,24,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,0
21196,858,808,4,12,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,0
21197,858,813,3,23,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,0
21200,858,5,205,17,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,0
21201,858,15,205,18,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,0
21202,858,10,166,19,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,0
21203,858,24,164,22,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,0
21204,858,817,164,20,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,0
21205,858,67,5,13,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,0
21207,858,20,9,1,24,21,5.554,55,305.355,339,2,0.59,1233,5,56,0
21208,859,17,9,2,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
21209,859,20,9,1,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
21210,859,18,1,3,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
21211,859,4,6,5,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
21212,859,13,6,7,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
21213,859,16,10,8,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
21214,859,3,131,6,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
21215,859,814,10,11,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
21216,859,155,15,16,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
21217,859,808,4,15,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,1
21219,859,67,5,14,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
21220,859,815,15,17,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
21221,859,22,3,12,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
21222,859,30,131,10,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
21223,859,5,205,19,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
21225,859,15,205,20,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
21227,859,817,164,22,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
21228,859,24,164,21,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
21229,859,1,1,4,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
21230,859,813,3,18,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
21231,859,10,166,24,18,15,4.309,71,305.909,310,2,0.5,1394,5,42,0
21232,860,18,1,2,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
21233,860,20,9,6,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
21234,860,1,1,1,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
21235,860,17,9,5,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
21236,860,4,6,12,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
21237,860,155,15,13,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
21238,860,8,208,17,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
21239,860,815,15,22,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
21240,860,817,5,10,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
21241,860,814,10,15,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,1
21243,860,3,131,7,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
21244,860,813,3,8,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
21245,860,10,206,20,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
21248,860,13,6,16,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
21249,860,5,207,18,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
21250,860,808,207,19,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
21251,860,30,131,4,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
21252,860,154,208,3,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
21254,860,37,164,0,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
21255,860,39,164,0,1,16,5.303,58,307.574,321.1,2,0.77,843,5,46,0
21256,861,4,6,8,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
21257,861,815,15,9,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
21258,861,1,1,1,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
21259,861,17,9,4,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
21260,861,8,208,10,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
21262,861,814,10,14,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
21265,861,30,131,3,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,1
21266,861,20,9,5,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
21267,861,817,5,15,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
21268,861,3,131,7,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
21269,861,18,1,2,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
21270,861,13,6,12,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
21271,861,808,207,19,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
21272,861,10,206,20,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
21273,861,5,207,24,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
21274,861,813,3,11,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
21276,861,39,164,23,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
21277,861,37,164,22,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
21278,861,155,15,17,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
21279,861,154,208,6,2,15,5.543,56,310.408,329,2,0.45,1029,5,40,0
21280,862,3,131,1,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
21281,862,18,1,5,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
21282,862,1,1,7,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
21283,862,17,9,6,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
21284,862,20,9,11,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
21285,862,154,208,10,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
21287,862,813,3,13,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
21288,862,4,6,9,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
21289,862,155,15,3,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,1
21290,862,815,15,8,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
21291,862,814,10,15,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
21292,862,13,6,12,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
21293,862,8,208,4,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
21296,862,817,5,17,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
21297,862,808,207,19,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
21298,862,10,206,20,17,16,5.451,56,305.066,348,2,0.54,1397,5,51,0
