driverId,constructorId,year,circuitId,turns,lap_length,race_laps,race_distance,max_speed,drs_zone,full_throttle_percentage,longest_flatout_section,downforce_level,gear_changes_per_lap,prev_year_1_lap,prev_year_2_lap,prev_year_3_lap,prev_year_4_lap,fastestLapTime
3,131,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
4,6,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
8,208,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
13,6,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
817,5,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
815,1,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
17,9,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
16,10,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
807,15,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
18,1,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
818,5,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
813,3,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
822,3,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
821,15,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
814,10,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
819,207,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
823,207,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
824,206,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
820,206,2013,11,14,4.381,70,306.67,315,2,0.5,908,3,28,89500,95300,89300,83500,89100
1,131,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
20,9,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
17,9,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
3,131,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
814,10,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
18,1,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
154,208,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
8,208,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
4,6,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
13,6,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
807,15,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
16,10,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
815,1,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
823,207,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
824,206,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
820,206,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
813,3,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
818,5,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
817,5,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
822,3,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
821,15,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
819,207,2013,13,19,7.004,44,308.052,319.6,2,0.7,2015,2,42,176200,119800,140200,110000,117300
20,9,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
17,9,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
807,15,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
13,6,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
4,6,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
3,131,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
817,5,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
815,1,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
18,1,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
818,5,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
8,208,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
1,131,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
154,208,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
16,10,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
813,3,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
814,10,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
821,15,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
822,3,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
823,207,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
819,207,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
824,206,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
820,206,2013,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,92000,92000,90900,87800,89700
20,9,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
3,131,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
154,208,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
17,9,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
1,131,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
13,6,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
4,6,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
18,1,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
817,5,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
821,15,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
807,15,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
818,5,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
8,208,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
815,1,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
16,10,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
822,3,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
814,10,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
813,3,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
819,207,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
823,207,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
824,206,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
820,206,2013,15,23,5.065,61,308.965,323,3,0.49,832,3,70,118500,120400,118000,117200,113100
17,9,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
20,9,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
1,131,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
154,208,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
13,6,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
3,131,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
807,15,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
4,6,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
8,208,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
18,1,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
815,1,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
814,10,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
822,3,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
821,15,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
813,3,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
817,5,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
16,10,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
818,5,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
820,206,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
819,207,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
823,207,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
824,206,2013,22,18,5.807,53,307.471,328,1,0.66,994,3,48,101400,102400,161400,95400,101200
17,9,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
20,9,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
3,131,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
1,131,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
8,208,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
807,15,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
154,208,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
13,6,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
815,1,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
817,5,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
4,6,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
814,10,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
18,1,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
818,5,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
813,3,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
822,3,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
821,15,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
16,10,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
823,207,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
824,206,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
819,207,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
820,206,2013,24,21,5.554,55,305.355,339,2,0.59,1233,3,56,112200,111200,106800,103300,107700
20,9,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
3,131,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
4,6,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
17,9,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
1,131,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
154,208,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
817,5,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
818,5,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
13,6,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
807,15,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
5,208,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
814,10,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
822,3,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
815,1,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
18,1,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
16,10,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
813,3,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
821,15,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
819,207,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
823,207,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
824,206,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
820,206,2013,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,82200,81800,77700,75100,80900
1,131,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
817,9,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
3,131,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
825,1,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
4,6,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
818,5,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
807,10,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
826,5,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
13,3,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
822,3,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
18,1,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
8,6,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
20,9,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
16,15,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
155,207,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
815,10,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
820,206,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
824,206,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
821,15,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
828,207,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
154,208,2014,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,92900,95000,95800,147300,109900
1,131,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
20,9,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
3,131,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
4,6,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
817,9,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
8,6,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
807,10,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
825,1,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
818,5,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
18,1,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
826,5,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
821,15,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
13,3,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
815,10,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
822,3,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
154,208,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
813,208,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
16,15,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
824,206,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
155,207,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
820,206,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
828,207,2014,2,15,5.543,56,310.408,329,2,0.45,1029,3,40,103500,128500,109400,106400,111500
20,9,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
1,1,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
18,1,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
4,6,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
17,9,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
13,6,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
808,4,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
30,131,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
3,131,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
811,4,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
814,10,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
16,10,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
22,3,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
813,3,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
815,15,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
67,5,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
155,15,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
153,5,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
15,205,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
5,205,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
10,166,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
816,166,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
817,164,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
24,164,2011,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,90900,87800,97300,85500,92000
1,131,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
3,131,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
817,9,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
822,3,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
154,208,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
8,6,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
4,6,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
18,1,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
13,3,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
20,9,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
807,10,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
815,10,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
826,5,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
821,15,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
825,1,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
818,5,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
16,15,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
820,206,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
824,206,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
828,207,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
155,207,2014,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,91100,92900,93900,92000,93400
3,131,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
1,131,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
817,9,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
20,9,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
4,6,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
8,6,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
818,5,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
825,1,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
826,5,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
815,10,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
807,10,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
18,1,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
822,3,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
154,208,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
813,208,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
13,3,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
821,15,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
16,15,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
824,206,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
820,206,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
155,207,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
828,207,2014,6,19,3.337,78,260.286,290,1,0.34,669,3,47,82800,85500,82700,134300,119500
3,131,2014,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,81800,82000,98500,84500,111000
1,131,2014,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,81800,82000,98500,84500,111000
20,9,2014,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,81800,82000,98500,84500,111000
822,3,2014,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,81800,82000,98500,84500,111000
13,3,2014,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,81800,82000,98500,84500,111000
817,9,2014,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,81800,82000,98500,84500,111000
4,6,2014,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,81800,82000,98500,84500,111000
818,5,2014,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,81800,82000,98500,84500,111000
18,1,2014,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,81800,82000,98500,84500,111000
8,6,2014,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,81800,82000,98500,84500,111000
