driverId,constructorId,circuitId,Did not finish,Podium,Pos 4 to 10,Accident / Collision,SC,Dry,Wet,pitStop timing (avg),pitStop timing prop(driver),grid,driver_error_rate,constructor_error_rate,circuit_error_rate,race_class
154,210,69,0.33,0.33,0,0,1,0.67,0,25136,0.05339304,17,0.016129032,0.182926829,0.047619048,2
154,210,32,0,0,0,0,1,1,0,23101,0.05339304,22,0.016129032,0.182926829,0.048387097,3
154,210,18,0.33,0,0.33,0,0,1,0,15718.33333,0.05339304,7,0.016129032,0.182926829,0.097643098,0
154,210,24,0,0,0.33,0,0,1,0,22031.33333,0.05339304,14,0.016129032,0.182926829,0.045918367,3
154,210,1,0.67,0,0.33,0,1,1,0,11132,0.041853526,6,0.016129032,0.182926829,0.126245847,0
154,210,17,0.33,0,0.33,0,0.67,1,0,23367.33333,0.041853526,19,0.016129032,0.182926829,0.046357616,3
154,210,3,0,0,0.67,0,0.33,1,0,25476,0.041853526,9,0.016129032,0.182926829,0.028571429,2
154,210,71,0.33,0,0.33,0.33,0.67,1,0,0,0.041853526,19,0.016129032,0.182926829,0.108433735,0
154,210,4,0.33,0,0.67,0,0.33,1,0,22078,0.041853526,14,0.016129032,0.182926829,0.069536424,2
154,210,6,0,0,0.33,0,1,0.67,0,25072.33333,0.041853526,8,0.016129032,0.182926829,0.160535117,2
154,210,7,0.33,0,0,0,0.67,1,0,24074,0.041853526,14,0.016129032,0.182926829,0.106382979,2
154,210,73,0,0,0,0,0,1,0,23588,0.041853526,16,0.016129032,0.182926829,0.024390244,3
154,210,70,0.33,0,0.33,0,0.67,1,0,21927.33333,0.041853526,6,0.016129032,0.182926829,0.023809524,2
154,210,9,0.67,0,0,0.33,1,0.33,0,0,0.041853526,10,0.016129032,0.182926829,0.066225166,3
154,210,11,0.33,0,0.33,0.33,0.67,0.67,0,21132,0.041853526,14,0.016129032,0.182926829,0.043046358,0
154,210,13,0.33,0.33,0,0,0.67,1,0,23723,0.041853526,11,0.016129032,0.182926829,0.103571429,2
154,210,14,0.33,0,0,0,0,1,0,16812.66667,0.041853526,20,0.016129032,0.182926829,0.043046358,3
154,210,15,0.33,0,0,0,1,1,0,0,0.041853526,15,0.016129032,0.182926829,0.114678899,2
154,210,2,0.33,0,0,0,0.67,1,0,17249.66667,0.041853526,16,0.016129032,0.182926829,0.036184211,3
154,210,22,0,0,0.33,0,0.33,0.67,0.33,24589.33333,0.041853526,13,0.016129032,0.182926829,0.073359073,2
154,210,69,0.33,0,0,0,0.67,0.67,0,25862.66667,0.041853526,12,0.016129032,0.182926829,0.047619048,3
154,210,32,0,0,0,0,1,1,0,23389.5,0.041853526,15,0.016129032,0.182926829,0.048387097,3
154,210,18,0.33,0,0.33,0,0.33,0.67,0.33,15718.33333,0.041853526,11,0.016129032,0.182926829,0.097643098,3
154,210,24,0,0,0.33,0,0,1,0,22111.66667,0.041853526,16,0.016129032,0.182926829,0.045918367,3
